acharnes|fixed|Cosmote|35621|2023-05-01|19.33|77.36
acharnes|fixed|Inalan|156114|2023-05-01|82.12|238.42
acharnes|fixed|Nova|513|2023-05-01|17.99|75.71
acharnes|fixed|SkyLink|212080|2023-05-01|10.26|40.45
acharnes|fixed|Vodafone|81085|2023-05-01|19.73|77.31
agia-paraskevi|fixed|Cosmote|35621|2023-05-01|24.71|99.07
agia-paraskevi|fixed|Nova|513|2023-05-01|17.11|85.02
agia-paraskevi|fixed|Vodafone|81085|2023-05-01|34.57|92.17
agia-varvara|fixed|Cosmote|35621|2023-05-01|29.65|100.65
agia-varvara|fixed|Nova|513|2023-05-01|12.71|75.92
agia-varvara|fixed|Vodafone|81085|2023-05-01|13.52|91.33
agioi-anargyroi|fixed|Cosmote|35621|2023-05-01|31.89|100.08
agioi-anargyroi|fixed|Nova|513|2023-05-01|23.56|82.96
agioi-anargyroi|fixed|Vodafone|81085|2023-05-01|25.44|80.15
agios-dimitrios|fixed|Cosmote|35621|2023-05-01|41.28|103.63
agios-dimitrios|fixed|Nova|513|2023-05-01|37.45|88.52
agios-dimitrios|fixed|Vodafone|81085|2023-05-01|20.67|87.18
agios-ioannis-rentis|fixed|Cosmote|35621|2023-05-01|30.93|100.5
agios-ioannis-rentis|fixed|Nova|513|2023-05-01|29.07|94.97
agios-ioannis-rentis|fixed|Vodafone|81085|2023-05-01|19.1|87.29
alimos|fixed|Cosmote|35621|2023-05-01|46.53|150.26
alimos|fixed|Nova|513|2023-05-01|33.53|87.05
alimos|fixed|Vodafone|81085|2023-05-01|33.84|89.97
anixi|fixed|Cosmote|35621|2023-05-01|27.32|92.24
anixi|fixed|Nova|513|2023-05-01|27.07|94.07
anixi|fixed|Vodafone|81085|2023-05-01|30.59|86.15
ano-liosia|fixed|Cosmote|35621|2023-05-01|16.59|73.88
ano-liosia|fixed|Nova|513|2023-05-01|15.33|86.02
ano-liosia|fixed|Vodafone|81085|2023-05-01|14.54|60.72
argyroupoli|fixed|Cosmote|35621|2023-05-01|45.68|160.83
argyroupoli|fixed|Nova|513|2023-05-01|37.34|89.65
argyroupoli|fixed|Vodafone|81085|2023-05-01|38.37|88.52
artemida|fixed|Cosmote|35621|2023-05-01|10.83|45.08
artemida|fixed|Nova|513|2023-05-01|8.58|58.11
artemida|fixed|Vodafone|81085|2023-05-01|9.9|49.5
athens|fixed|Cosmote|35621|2023-05-01|17.39|92.7
athens|fixed|Nova|513|2023-05-01|15.95|92.07
athens|fixed|Vodafone|81085|2023-05-01|17.87|87.01
chaidari|fixed|Cosmote|35621|2023-05-01|23.03|91.39
chaidari|fixed|Nova|513|2023-05-01|12.9|78.06
chaidari|fixed|Vodafone|81085|2023-05-01|26.89|82.89
