united-kingdom|england-abbots-langley|2024-01-01|0.0|0.0|0|139.98|28.94|10
united-kingdom|england-abingdon|2024-01-01|0.0|0.0|0|132.15|25.98|13
united-kingdom|england-abram|2024-01-01|0.0|0.0|0|137.47|27.69|14
united-kingdom|england-accrington|2024-01-01|0.0|0.0|0|103.87|30.99|13
united-kingdom|england-addlestone|2024-01-01|0.0|0.0|0|123.2|25.75|11
united-kingdom|england-adlington|2024-01-01|0.0|0.0|0|73.46|21.23|15
united-kingdom|england-aldbourne|2024-01-01|0.0|0.0|0|64.66|18.61|10
united-kingdom|england-alderley-edge|2024-01-01|0.0|0.0|0|68.79|18.6|16
united-kingdom|england-aldershot|2024-01-01|0.0|0.0|0|138.35|35.18|10
united-kingdom|england-all-cannings|2024-01-01|0.0|0.0|0|66.31|18.36|10
united-kingdom|england-allerton|2024-01-01|0.0|0.0|0|138.02|33.92|11
united-kingdom|england-allerton-bywater|2024-01-01|0.0|0.0|0|108.93|28.81|10
united-kingdom|england-allesley|2024-01-01|0.0|0.0|0|95.37|30.6|12
united-kingdom|england-alsager|2024-01-01|0.0|0.0|0|72.69|19.52|15
united-kingdom|england-alton|2024-01-01|0.0|0.0|0|104.22|30.31|7
united-kingdom|england-altrincham|2024-01-01|0.0|0.0|0|75.06|23.83|14
united-kingdom|england-alvechurch|2024-01-01|0.0|0.0|0|67.56|19.25|12
united-kingdom|england-amersham|2024-01-01|0.0|0.0|0|75.5|20.43|10
united-kingdom|england-amesbury|2024-01-01|0.0|0.0|0|142.51|26.12|16
united-kingdom|england-andover|2024-01-01|0.0|0.0|0|97.86|21.53|15
united-kingdom|england-angmering|2024-01-01|0.0|0.0|0|55.03|17.3|9
united-kingdom|england-appleton|2024-01-01|0.0|0.0|0|86.59|27.93|15
united-kingdom|england-appley-bridge|2024-01-01|0.0|0.0|0|73.57|20.1|17
united-kingdom|england-armthorpe|2024-01-01|0.0|0.0|0|114.19|29.05|17
united-kingdom|england-arnold|2024-01-01|0.0|0.0|0|127.23|25.94|19
united-kingdom|england-ascot|2024-01-01|0.0|0.0|0|56.97|18.15|8
united-kingdom|england-ash|2024-01-01|0.0|0.0|0|123.85|26.19|11
united-kingdom|england-ashby-de-la-zouch|2024-01-01|0.0|0.0|0|106.92|25.88|18
united-kingdom|england-ashford|2024-01-01|0.0|0.0|0|141.22|35.13|8
united-kingdom|england-ashford|2024-01-01|0.0|0.0|0|141.22|35.13|8
united-kingdom|england-ashington|2024-01-01|0.0|0.0|0|82.57|24.88|14
united-kingdom|england-ashtead|2024-01-01|0.0|0.0|0|83.92|20.96|12
united-kingdom|england-ashton-in-makerfield|2024-01-01|0.0|0.0|0|99.77|20.78|16
united-kingdom|england-ashton-under-lyne|2024-01-01|119.75|11.92|32|66.67|18.48|15
united-kingdom|england-aston|2024-01-01|0.0|0.0|0|71.83|19.74|13
united-kingdom|england-aston-tirrold|2024-01-01|0.0|0.0|0|69.53|18.69|10
united-kingdom|england-atherton|2024-01-01|0.0|0.0|0|89.32|25.87|14
united-kingdom|england-attleborough|2024-01-01|0.0|0.0|0|68.28|20.33|10
united-kingdom|england-audenshaw|2024-01-01|0.0|0.0|0|93.28|25.3|13
united-kingdom|england-aughton|2024-01-01|0.0|0.0|0|73.75|24.33|17
united-kingdom|england-aveley|2024-01-01|0.0|0.0|0|137.28|36.44|6
united-kingdom|england-aylesbury|2024-01-01|68.82|8.74|29|138.6|31.17|11
united-kingdom|england-bacup|2024-01-01|0.0|0.0|0|56.02|17.77|16
united-kingdom|england-baildon|2024-01-01|0.0|0.0|0|113.31|28.14|11
united-kingdom|england-bamber-bridge|2024-01-01|0.0|0.0|0|147.4|30.27|14
united-kingdom|england-banbury|2024-01-01|0.0|0.0|0|90.15|28.48|10
united-kingdom|england-banstead|2024-01-01|0.0|0.0|0|136.7|36.0|8
united-kingdom|england-barking|2024-01-01|86.37|9.38|26|118.24|29.15|6
united-kingdom|england-barnet|2024-01-01|0.0|0.0|0|60.51|17.76|9
united-kingdom|england-barnsley|2024-01-01|64.13|9.18|36|123.09|26.13|12
united-kingdom|england-barnstaple|2024-01-01|0.0|0.0|0|70.14|19.02|16
united-kingdom|england-barnwood|2024-01-01|0.0|0.0|0|124.5|25.65|14
united-kingdom|england-barrow-in-furness|2024-01-01|0.0|0.0|0|94.46|58.17|14
united-kingdom|england-barrowford|2024-01-01|0.0|0.0|0|79.48|26.11|12
united-kingdom|england-barton-seagrave|2024-01-01|0.0|0.0|0|145.44|36.22|14
united-kingdom|england-barton-upon-humber|2024-01-01|0.0|0.0|0|71.99|42.11|14
united-kingdom|england-barwell|2024-01-01|0.0|0.0|0|68.44|18.49|15
united-kingdom|england-basildon|2024-01-01|81.24|7.85|27|151.6|31.98|11
united-kingdom|england-basingstoke|2024-01-01|59.88|8.57|28|133.17|28.16|10
united-kingdom|england-bath|2024-01-01|85.65|7.69|32|72.95|20.3|13
united-kingdom|england-bathampton|2024-01-01|0.0|0.0|0|67.78|19.1|13
united-kingdom|england-batley|2024-01-01|0.0|0.0|0|115.29|28.04|11
united-kingdom|england-beaconsfield|2024-01-01|0.0|0.0|0|79.32|27.82|8
united-kingdom|england-bearsted|2024-01-01|0.0|0.0|0|67.27|18.89|10
united-kingdom|england-bebington|2024-01-01|0.0|0.0|0|137.3|28.18|15
united-kingdom|england-beckenham|2024-01-01|0.0|0.0|0|119.39|26.07|10
united-kingdom|england-bedford|2024-01-01|66.6|8.48|32|113.03|26.29|11
united-kingdom|england-bedlington|2024-01-01|0.0|0.0|0|135.81|25.34|21
united-kingdom|england-bedworth|2024-01-01|0.0|0.0|0|115.74|25.84|18
united-kingdom|england-beeston|2024-01-01|0.0|0.0|0|141.26|28.74|19
united-kingdom|england-belper|2024-01-01|0.0|0.0|0|59.13|16.5|14
united-kingdom|england-belvedere|2024-01-01|0.0|0.0|0|91.78|26.2|6
united-kingdom|england-berkhamsted|2024-01-01|0.0|0.0|0|65.62|18.49|11
united-kingdom|england-bexhill|2024-01-01|0.0|0.0|0|85.93|41.92|8
united-kingdom|england-bexley|2024-01-01|0.0|0.0|0|144.0|29.09|11
united-kingdom|england-bexleyheath|2024-01-01|0.0|0.0|0|145.49|30.97|11
united-kingdom|england-bicester|2024-01-01|0.0|0.0|0|118.32|31.78|10
united-kingdom|england-bickershaw|2024-01-01|0.0|0.0|0|137.42|27.06|13
united-kingdom|england-bideford|2024-01-01|0.0|0.0|0|74.17|19.91|15
united-kingdom|england-biggin-hill|2024-01-01|0.0|0.0|0|130.69|34.51|8
united-kingdom|england-biggleswade|2024-01-01|0.0|0.0|0|137.12|31.12|10
united-kingdom|england-billericay|2024-01-01|0.0|0.0|0|92.26|27.47|7
united-kingdom|england-billinge|2024-01-01|0.0|0.0|0|91.2|22.86|16
united-kingdom|england-bilston|2024-01-01|0.0|0.0|0|97.92|23.85|17
united-kingdom|england-binfield|2024-01-01|0.0|0.0|0|154.14|68.48|8
united-kingdom|england-bingley|2024-01-01|0.0|0.0|0|125.67|35.85|12
united-kingdom|england-birchwood|2024-01-01|0.0|0.0|0|93.35|21.19|14
united-kingdom|england-birkenhead|2024-01-01|55.55|8.13|36|132.78|28.6|16
