ΑΧΑΡΝΩΝ 375 & ΔΕΣΤΟΥΝΗ & ΓΡ. ΛΑΜΠΡΑΚΗ|1202975|Αθηναίων|ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ 1|Αττικής|38.019444|WIND|23.728611|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΩΦΟΡΟΣ ΚΗΦΙΣΙΑΣ 46, ΑΜΠΕΛΟΚΗΠΟΙ, Ο.Τ. 80096|1201356|Αθηναίων|ΑΜΠΕΛΟΚΗΠΟΙ 5|Αττικής|37.989444|WIND|23.764722|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΠΑΝΣΕΛΗΝΟΥ 2 & ΠΑΣΣΩΒ|1201927|Αθηναίων|ΓΚΡΑΒΑ|Αττικής|38.014167|WIND|23.741389|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΑΜΟΡΓΟΥ 65 & ΜΕΓΙΣΤΗΣ|1402884|Αθηναίων|ΑΜΟΡΓΟΥ MD|Αττικής|38.008333|COSMOTE|23.740833|Αδειoδοτημένη Κατασκευή Κεραίας|macro
28ης ΟΚΤΩΒΡΙΟΥ (ΠΑΤΗΣΙΩΝ) & 3ης ΣΕΠΤΕΜΒΡΙΟΥ, ΚΤΙΡΙΟ ΟΤΕ|0060113|Αθηναίων|NYMA Α' T/K|Αττικής|37.993611|OTE|23.730833|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΩΦ. ΜΕΣΟΓΕΙΩΝ 107, ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ|1201306|Αθηναίων|ΠΟΛΙΤΕΙΑ CENTER|Αττικής|37.991111|WIND|23.77|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΩΦΟΡΟΣ ΜΕΣΟΓΕΙΩΝ 2-4 (ΠΥΡΓΟΣ ΑΘΗΝΩΝ)|1200017|Αθηναίων|ATHENS TOWER|Αττικής|37.984444|WIND|23.760278|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΕΠΙ ΤΗΣ ΣΥΜΒΟΛΗΣ ΤΩΝ ΟΔΩΝ ΜΑΙΑΝΔΡΟΥ 5 ΚΑΙ ΔΗΜΗΤΡΕΣΣΑ|1402840|Αθηναίων|MEANDR_MD|Αττικής|37.976944|COSMOTE|23.753611|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΕΥΡΥΤΑΝΙΑΣ 32|1209524|Αθηναίων|ΕΥΡΥΤΑΝΙΑΣ ΑΜΠΕΛΟΚΗΠΟΙ|Αττικής|37.990278|WIND|23.762222|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΑΣΚΑΡΙΔΟΥ 3-5, ΑΜΠΕΛΟΚΗΠΟΙ|1400070|Αθηναίων|ΓΗΡΟΚΟΜΕΙΟ|Αττικής|37.993611|COSMOTE|23.766111|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΑΚΑΔΗΜΙΑΣ 43|1201049|Αθηναίων|ΑΚΑΔΗΜΙΑΣ|Αττικής|37.979722|WIND|23.735833|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΚΑΛΛΙΣΘΕΝΟΥΣ 66- ΑΝΩ ΠΕΤΡΑΛΩΝΑ|1202791|Αθηναίων|ΠΕΤΡΑΛΩΝΑ 2|Αττικής|37.968611|WIND|23.713333|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΑΘ. ΔΙΑΚΟΥ 28-34|1209846|Αθηναίων|ΜΑΚΡΥΓΙΑΝΝΗ|Αττικής|37.967778|WIND|23.732222|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΜΗΤΡΟΠΟΛΕΩΣ 43|1209627|Αθηναίων|ΜΗΤΡΟΠΟΛΕΩΣ 3|Αττικής|37.975556|WIND|23.728611|Αίτηση χορήγησης άδειας που κατά δήλωση της εταιρίας υπάγεται στο άρθρο 34 του Ν.4635/2019|macro
ΒΕΪΚΟΥ & ΔΡΑΚΟΥ 23, ΚΟΥΚΑΚΙ|1201208|Αθηναίων|ΚΟΥΚΑΚΙ|Αττικής|37.965833|WIND|23.725|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΒΑΣ.ΓΕΩΡΓΙΟΥ Α΄2Α, ΣΥΝΤΑΓΜΑ, ΑΘΗΝΑ|1200653|Αθηναίων|MERIDIEN|Αττικής|37.976111|WIND|23.735|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΙΑΚΩΒΙΔΟΥ 42 ΚΑΙ Λ.ΙΩΝΙΑΣ - ΑΓ.ΕΛΕΥΘΕΡΙΟΣ|1202771|Αθηναίων|ΑΓ.ΕΛΕΥΘΕΡΙΟΣ|Αττικής|38.019167|WIND|23.730833|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΕΠΙ ΤΗΣ ΟΔΟΥ ΑΓ. ΛΑΥΡΑΣ 66 & ΗΡΑΚΛΕΙΟΥ 58|1201197|Αθηναίων|ΑΝΩ ΠΑΤΗΣΙΑ|Αττικής|38.021944|WIND|23.739167|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΠΕΙΡΑΙΩΣ 163 ΠΕΤΡΑΛΩΝΑ|1000099|Αθηναίων|ΠΕΙΡΑΙΩΣ ΜΤΧ|Αττικής|37.973333|VODAFONE|23.708611|Αδειoδοτημένη Κατασκευή Κεραίας|macro
Λ. ΒΟΥΛΙΑΓΜΕΝΗΣ 116 Α|1400156|Αθηναίων|ΓΟΥΒΑ 1|Αττικής|37.957222|COSMOTE|23.734167|Αδειoδοτημένη Κατασκευή Κεραίας|macro
MΕΝΑΝΔΡΟΥ 41-43|1008417|Αθηναίων|ΙΚΑ ΔΙΟΙΚΗΣΗ 3 ΚΑΙ Δ.ΤΑΜΕΙΟ|Αττικής|37.983056|VODAFONE|23.724722|Αδειoδοτημένη Κατασκευή Κεραίας|macro
"ΕΠΙ ΤΩΝ ΟΔΩΝ ΡΕΓΚΟΥΚΟΥ 13 & ΖΑΚΟΥ 11"|1400359|Αθηναίων|ΝΙΡΒΑΝΑ|Αττικής|38.014722|COSMOTE|23.721111|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΠΛΟΥΤΑΡΧΟΥ 60|1201201|Αθηναίων|ΛΥΚΑΒΗΤΟΣ 3|Αττικής|37.979722|WIND|23.744444|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΩΦ. ΙΩΝΙΑΣ 21 (Ο.Τ. 80/86)|1002543|Αθηναίων|ΑΤΤΙΚΗ - ΑΓΙΟΥ ΜΕΛΕΤΙΟΥ|Αττικής|38.001944|VODAFONE|23.723611|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΣΠΥΡΟΥ ΠΑΤΣΗ 63|1402893|Αθηναίων|SP PATSI - VOTANIKOS|Αττικής|37.981111|COSMOTE|23.708889|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΣΠΑΡΤΗΣ 5|1209516|Αθηναίων|ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ 2|Αττικής|38.0025|WIND|23.732778|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΣΟΛΩΝΟΣ 53 & ΣΙΝΑ|1400076|Αθηναίων|ΣΟΛΩΝΟΣ|Αττικής|37.980278|COSMOTE|23.736389|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΑΓΑΘΙΟΥ 17, ΝΕΑΠΟΛΗ|1402997|Αθηναίων|MOMFERAT|Αττικής|37.988889|COSMOTE|23.742222|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΣΤΑΔΙΟΥ & ΒΟΥΚΟΥΡΕΣΤΙΟΥ|1400318|Αθηναίων|ΣΥΝΤΑΓΜΑ 1|Αττικής|37.976111|COSMOTE|23.734167|Αδειoδοτημένη Κατασκευή Κεραίας|macro
"ΛΕΩΦΟΡΟΣ ΑΛΕΞΑΝΔΡΑΣ, ΓΗΠΕΔΟ ΠΑΝΑΘΗΝΑΪΚΟΥ ""ΑΠΟΣΤΟΛΟΣ ΝΙΚΟΛΑΪΔΗΣ"""|1001754|Αθηναίων|ΠΑΝΑΘΗΝΑΪΚΟΣ ΛΕΩΦΟΡΟΣ|Αττικής|37.986944|VODAFONE|23.753056|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΗΡΟΥΣ 23|1601016|Αθηναίων|ΗΡΟΥΣ|Αττικής|37.998889|Q TELECOMMUNICATIONS A.E.|23.706111|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΥΜΗΤΤΟΥ & ΕΜΠΕΔΟΚΛΕΟΥΣ|1601095|Αθηναίων|ΥΜΗΤΤΟΥ 2|Αττικής|37.964444|Q TELECOMMUNICATIONS A.E.|23.744722|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΑΓ. ΕΛΕΟΥΣΗΣ 1-3 ΜΟΝΑΣΤΗΡΑΚΙ|1200038|Αθηναίων|ΜΟΝΑΣΤΗΡΑΚΙ|Αττικής|37.9775|WIND|23.725278|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΠΛΑΤΕΙΑ ΚΑΡΑΪΣΚΑΚΗ  (ΚΑΣΟΜΟΥΛΗ)|1003516|Αθηναίων|ΝΕΟΣ ΚΟΣΜΟΣ ΜΕΤΡΟ|Αττικής|37.9575|VODAFONE|23.728333|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΠΥΡΡΟΥ 33 ΚΑΙ ΑΙΝΕΙΟΥ, ΠΑΓΚΡΑΤΙ|1001806|Αθηναίων|ΠΥΡΡΟΥ ΠΑΓΚΡΑΤΙ|Αττικής|37.964444|VODAFONE|23.749444|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΖΑΚΥΝΘΟΥ 28, ΚΥΨΕΛΗ|1400239|Αθηναίων|ΖΑΚΥΝΘΟΥ|Αττικής|37.999444|COSMOTE|23.739444|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΕΠΙ ΤΩΝ ΟΔΩΝ ΤΡΟΙΑΣ & ΚΥΨΕΛΗΣ, ΑΘΗΝΑ|1405873|Αθηναίων|AREOS|Αττικής|37.995833|COSMOTE|23.734444|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΑΣΚΑΡΑΤΟΥ 5|1405946|Αθηναίων|NEIGI|Αττικής|38.019722|COSMOTE|23.736389|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΩΦ. ΑΛΕΞΑΝΔΡΑΣ 144|1000074|Αθηναίων|ΑΛΕΞΑΝΔΡΑΣ|Αττικής|37.988056|VODAFONE|23.751111|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΩΦ. ΣΥΓΓΡΟΥ 54|1007254|Αθηναίων|CITIBANK ΑΘΗΝΑ (ΣΥΓΓΡΟΥ)|Αττικής|37.965833|VODAFONE|23.728056|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΙΕΡΑ ΟΔΟΣ 99 ΒΟΤΑΝΙΚΟΣ ΑΘΗΝΑ|1400872|Αθηναίων|ΠΟΛΥΚΑΡΠΟΥ|Αττικής|37.985833|COSMOTE|23.697778|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΦΙΛΙΠΠΙΔΗ & ΜΠΑΚΟΥ, ΝΕΑ ΦΙΛΟΘΕΗ|1202272|Αθηναίων|ΜΠΑΚΟΥ|Αττικής|38.001389|WIND|23.761111|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ 87|1007554|Αθηναίων|ΙΚΑ ΠΛΗΡΟΦΟΡΙΚΗ 1|Αττικής|37.980556|VODAFONE|23.761944|Αδειoδοτημένη Κατασκευή Κεραίας|macro
ΛΕΝΟΡΜΑΝ 104, ΚΟΛΩΝΟΣ|1001750|Αθηναίων|ΚΟΛΩΝΟΣ|Αττικής|37.990833|VODAFONE|23.715556|Αδειoδοτημένη Κατασκευή Κεραίας|macro
